Date,StoreID,ProductID,Category,Quantity,UnitPrice,CustomerSegment,TotalSales
2022-02-14,16,1259,Food,5,106.87,VIP,534.35
2020-02-04,48,1239,Clothing,4,104.04,New,416.16
2025-05-09,11,1302,Electronics,9,71.55,Regular,643.9499999999999
2024-05-04,26,1232,Clothing,8,140.69,New,1125.52
2022-10-18,40,1420,Books,5,46.38,New,231.9
2023-02-03,1,1282,Electronics,1,171.2,Regular,171.2
2024-02-09,26,1394,Clothing,8,42.91,New,343.28
2021-12-03,28,1418,Books,8,86.1,New,688.8
2024-04-28,9,1206,Electronics,7,46.09,Regular,322.63
2020-06-10,44,1264,Books,7,125.6,Regular,879.1999999999999
2020-07-20,22,1311,Clothing,8,98.14,New,785.12
2025-06-04,8,1347,Electronics,1,77.99,New,77.99
2022-09-22,49,1394,Electronics,3,97.65,VIP,292.95000000000005
2022-03-26,42,1185,Electronics,4,87.14,Regular,348.56
2021-03-31,27,1114,Electronics,6,171.76,Regular,1030.56
2023-06-29,39,1079,Electronics,9,29.23,Regular,263.07
2022-10-13,19,1357,Clothing,4,159.67,Regular,638.68
2020-12-03,25,1342,Electronics,6,132.79,Regular,796.74
2022-05-28,38,1301,Food,9,72.92,VIP,656.28
2022-12-12,21,1050,Books,9,184.22,Regular,1657.98
2022-03-02,24,1320,Books,6,39.5,Regular,237.0
2022-02-02,24,1095,Clothing,5,65.51,Regular,327.55
2021-01-14,19,1258,Books,3,78.09,Regular,234.27
2021-05-07,50,1429,Electronics,5,131.32,VIP,656.5999999999999
2023-03-26,47,1351,Electronics,3,189.55,Regular,568.6500000000001
2025-08-24,2,1062,Electronics,5,120.72,Regular,603.6
2020-03-05,14,1142,Food,1,171.98,Regular,171.98
2023-09-29,32,1330,Books,6,181.47,Regular,1088.82
2023-02-26,42,1222,Food,7,95.96,New,671.7199999999999
2025-07-20,32,1356,Clothing,2,97.12,VIP,194.24
2024-02-04,28,1111,Food,3,53.75,VIP,161.25
2023-03-08,48,1104,Electronics,9,122.31,Regular,1100.79
2024-03-02,39,1015,Clothing,8,28.41,Regular,227.28
2021-01-26,40,1270,Clothing,4,128.69,Regular,514.76
2024-08-25,42,1159,Electronics,8,179.11,VIP,1432.88
2021-02-22,47,1157,Electronics,8,153.35,Regular,1226.8
2021-01-13,40,1027,Food,6,131.59,Regular,789.54
2024-12-01,13,1085,Clothing,1,168.49,Regular,168.49
2025-09-19,12,1009,Clothing,2,147.31,New,294.62
2025-12-22,8,1276,Clothing,4,108.28,Regular,433.12
2020-07-19,15,1227,Books,4,106.61,Regular,426.44
2025-02-06,26,1186,Clothing,2,25.87,Regular,51.74
2022-02-18,12,1079,Electronics,9,89.71,New,807.39
2021-05-17,43,1216,Clothing,2,106.88,Regular,213.76
2024-10-17,46,1433,Food,6,96.63,Regular,579.78
2022-03-15,27,1057,Electronics,5,156.32,Regular,781.5999999999999
2025-11-16,18,1144,Clothing,4,36.39,Regular,145.56
2025-03-10,45,1356,Clothing,6,160.01,Regular,960.06
2024-04-19,36,1331,Clothing,4,149.62,New,598.48
2022-08-18,49,1392,Clothing,9,180.66,Regular,1625.94
2024-01-25,27,1067,Food,7,77.82,Regular,544.74
2022-10-25,9,1275,Books,3,39.43,VIP,118.28999999999999
2021-05-17,39,1494,Books,4,152.93,New,611.72
2021-02-01,1,1105,Food,1,119.74,New,119.74
2022-05-20,7,1451,Clothing,6,143.94,Regular,863.64
2021-01-27,26,1420,Books,2,199.36,Regular,398.72
2020-07-25,7,1473,Books,4,42.94,VIP,171.76
2022-11-04,7,1188,Books,5,85.16,VIP,425.79999999999995
2025-02-24,8,1164,Electronics,8,42.58,Regular,340.64
2024-01-24,16,1267,Electronics,3,172.82,Regular,518.46
2022-05-13,3,1051,Books,6,8.31,Regular,49.86
2021-07-17,45,1126,Books,1,31.37,Regular,31.37
2022-10-17,10,1080,Clothing,9,53.33,Regular,479.96999999999997
2020-04-05,50,1183,Books,1,155.41,New,155.41
2025-04-07,7,1310,Food,2,127.55,VIP,255.1
2024-10-23,21,1017,Clothing,1,80.78,Regular,80.78
2024-08-05,37,1446,Clothing,8,35.95,VIP,287.6
2021-06-24,31,1170,Clothing,4,67.71,Regular,270.84
2022-11-25,23,1280,Clothing,2,149.97,Regular,299.94
2023-03-29,27,1401,Books,7,79.48,VIP,556.36
2024-09-18,22,1304,Clothing,8,95.21,VIP,761.68
2024-12-24,39,1340,Books,9,123.68,Regular,1113.1200000000001
2024-05-16,27,1214,Books,5,183.01,VIP,915.05
2022-03-06,49,1198,Electronics,3,53.77,Regular,161.31
2022-11-17,4,1007,Electronics,1,92.36,VIP,92.36
2024-07-01,24,1398,Food,8,65.51,Regular,524.08
2023-09-25,23,1011,Electronics,6,95.91,Regular,575.46
2025-06-04,48,1012,Food,5,140.81,Regular,704.05
2023-09-16,19,1110,Electronics,7,99.0,New,693.0
2024-07-21,42,1133,Clothing,5,167.73,Regular,838.65
2024-03-09,3,1389,Electronics,4,112.89,New,451.56
2025-07-31,27,1128,Electronics,5,80.22,Regular,401.1
2024-02-05,3,1148,Electronics,7,157.55,VIP,1102.8500000000001
2023-11-09,28,1054,Books,6,89.11,New,534.66
2023-11-01,17,1311,Clothing,9,105.53,Regular,949.77
2023-07-30,31,1442,Books,2,198.96,Regular,397.92
2022-08-30,10,1079,Books,7,158.35,New,1108.45
2024-11-03,49,1346,Books,1,171.75,Regular,171.75
2023-07-06,22,1097,Clothing,8,120.61,New,964.88
2021-12-10,30,1249,Food,4,72.9,Regular,291.6
2024-01-19,49,1127,Electronics,8,198.3,New,1586.4
2023-12-05,21,1030,Electronics,8,52.58,Regular,420.64
2021-10-10,36,1024,Books,4,175.2,Regular,700.8
2020-11-13,23,1471,Electronics,4,182.7,Regular,730.8
2023-06-11,38,1201,Books,5,164.42,Regular,822.0999999999999
2021-11-14,12,1131,Food,7,27.25,Regular,190.75
2021-10-25,25,1122,Clothing,6,171.55,Regular,1029.3000000000002
2025-06-21,20,1356,Electronics,1,134.44,Regular,134.44
2024-06-19,49,1432,Food,6,137.76,Regular,826.56
2024-02-04,49,1327,Clothing,3,158.37,Regular,475.11
2023-02-10,42,1150,Food,9,100.65,Regular,905.85
2025-01-27,7,1014,Clothing,3,57.1,Regular,171.3
2024-02-29,29,1304,Electronics,9,117.11,Regular,1053.99
2021-07-17,48,1029,Clothing,5,26.19,Regular,130.95000000000002
2023-07-15,29,1050,Clothing,8,136.59,Regular,1092.72
2024-06-24,13,1464,Electronics,9,99.17,New,892.53
2021-11-29,3,1240,Electronics,9,102.95,Regular,926.5500000000001
2025-11-30,2,1482,Clothing,7,41.24,New,288.68
2020-01-02,16,1394,Food,1,13.05,VIP,13.05
2021-10-03,30,1455,Food,8,124.2,Regular,993.6
2024-05-08,38,1473,Electronics,7,133.47,Regular,934.29
2022-05-04,6,1283,Food,4,102.17,Regular,408.68
2024-10-25,45,1335,Food,6,154.32,Regular,925.92
2024-07-19,7,1352,Clothing,2,114.92,Regular,229.84
2023-02-27,5,1156,Clothing,4,170.4,Regular,681.6
2022-12-12,7,1137,Clothing,8,61.18,Regular,489.44
2024-09-03,34,1327,Electronics,4,52.41,VIP,209.64
2024-08-22,32,1336,Clothing,4,55.92,New,223.68
2024-09-29,49,1154,Clothing,4,10.95,Regular,43.8
2023-12-10,13,1483,Clothing,9,180.62,New,1625.58
2022-04-15,30,1081,Books,2,199.84,Regular,399.68
2020-07-21,25,1087,Clothing,7,164.22,Regular,1149.54
2020-05-02,21,1264,Food,3,85.46,New,256.38
2021-02-04,21,1258,Books,4,74.02,New,296.08
2022-02-05,28,1479,Electronics,1,156.06,New,156.06
2020-10-20,48,1185,Books,3,104.44,Regular,313.32
2020-07-16,20,1180,Electronics,2,188.19,Regular,376.38
2025-04-14,34,1186,Books,7,59.52,Regular,416.64000000000004
2021-08-31,5,1123,Electronics,6,68.14,Regular,408.84000000000003
2023-02-21,18,1377,Clothing,1,199.77,New,199.77
2020-07-05,39,1096,Food,8,195.74,Regular,1565.92
2024-11-29,43,1093,Books,9,177.61,Regular,1598.4900000000002
2021-10-21,11,1003,Electronics,1,83.9,Regular,83.9
2025-05-09,17,1392,Food,5,168.33,Regular,841.6500000000001
2023-10-01,48,1443,Food,7,60.26,Regular,421.82
2025-06-09,45,1002,Electronics,2,54.68,New,109.36
2024-03-14,22,1479,Clothing,6,111.56,Regular,669.36
2020-05-26,37,1446,Clothing,8,172.75,VIP,1382.0
2024-09-30,20,1371,Clothing,8,24.01,Regular,192.08
2025-01-17,48,1305,Food,8,115.23,Regular,921.84
2021-05-03,48,1357,Books,6,123.9,Regular,743.4000000000001
2025-05-13,48,1148,Food,6,118.06,Regular,708.36
2024-07-21,46,1285,Books,3,47.61,Regular,142.82999999999998
2021-10-02,6,1145,Electronics,2,17.51,New,35.02
2024-12-07,34,1330,Electronics,5,179.52,Regular,897.6
2025-05-23,14,1361,Books,9,117.03,Regular,1053.27
2023-12-09,48,1406,Books,4,154.74,New,618.96
2024-06-22,23,1262,Electronics,5,76.07,New,380.34999999999997
2020-09-19,20,1062,Clothing,6,13.29,New,79.74
2024-11-22,13,1491,Books,6,55.62,VIP,333.71999999999997
2021-09-15,47,1226,Electronics,4,19.31,New,77.24
2022-10-13,44,1031,Electronics,4,20.26,Regular,81.04
2022-05-30,41,1190,Food,8,46.82,Regular,374.56
2025-08-11,32,1375,Books,5,128.55,New,642.75
2023-08-20,26,1268,Food,5,164.47,VIP,822.35
2021-03-28,50,1012,Food,9,165.16,New,1486.44
2023-03-29,14,1191,Clothing,4,187.86,VIP,751.44
2025-08-18,36,1400,Food,7,132.99,Regular,930.9300000000001
2024-08-09,8,1025,Electronics,5,8.87,VIP,44.349999999999994
2023-02-28,40,1406,Books,9,78.59,New,707.3100000000001
2021-02-07,22,1091,Clothing,8,26.73,VIP,213.84
2025-10-02,22,1088,Food,8,156.61,Regular,1252.88
2024-08-23,16,1332,Books,3,28.34,Regular,85.02
2021-09-19,27,1274,Electronics,9,25.65,Regular,230.85
2021-08-09,10,1301,Books,8,10.5,Regular,84.0
2024-07-06,25,1111,Clothing,3,191.32,VIP,573.96
2023-12-14,31,1080,Clothing,1,158.21,Regular,158.21
2023-12-16,21,1324,Electronics,5,70.0,Regular,350.0
2020-04-13,27,1140,Books,4,78.41,New,313.64
2020-09-10,17,1433,Books,8,16.59,Regular,132.72
2024-02-05,33,1417,Electronics,6,35.79,Regular,214.74
2020-04-08,31,1214,Electronics,5,65.73,Regular,328.65000000000003
2025-02-27,50,1447,Books,9,80.63,New,725.67
2025-04-03,42,1018,Electronics,6,125.9,VIP,755.4000000000001
2022-05-27,26,1054,Food,3,73.31,Regular,219.93
2020-12-03,21,1368,Food,6,191.15,Regular,1146.9
2022-08-14,36,1097,Books,4,71.84,Regular,287.36
2024-08-31,1,1283,Clothing,5,188.61,Regular,943.0500000000001
2020-06-09,4,1234,Clothing,6,147.32,Regular,883.92
2024-05-22,4,1467,Books,9,180.48,VIP,1624.32
2021-02-01,26,1240,Electronics,3,142.12,VIP,426.36
2023-07-24,4,1334,Electronics,1,115.87,Regular,115.87
2022-03-26,49,1409,Electronics,2,104.27,Regular,208.54
2024-03-07,9,1418,Books,8,61.81,New,494.48
2025-04-03,30,1344,Food,4,63.14,Regular,252.56
2023-11-16,45,1486,Electronics,7,48.53,New,339.71000000000004
2023-03-04,4,1444,Food,2,80.18,VIP,160.36
2023-05-03,5,1054,Clothing,8,29.76,Regular,238.08
2021-02-04,45,1087,Books,9,80.58,VIP,725.22
2021-10-01,23,1261,Electronics,7,167.58,Regular,1173.0600000000002
2021-04-04,16,1236,Food,1,174.71,VIP,174.71
2022-08-12,22,1123,Food,2,130.35,Regular,260.7
2021-04-14,37,1420,Electronics,9,55.08,VIP,495.71999999999997
2022-11-11,8,1054,Books,7,51.87,Regular,363.09
2024-08-20,48,1216,Electronics,3,59.2,Regular,177.60000000000002
2025-09-16,33,1420,Food,5,102.51,Regular,512.5500000000001
2021-07-16,38,1197,Food,1,195.41,Regular,195.41
2024-12-04,43,1039,Food,3,26.29,Regular,78.87
2025-09-05,16,1454,Electronics,4,102.6,VIP,410.4
2020-08-13,5,1365,Books,4,138.04,New,552.16
2022-03-08,16,1228,Electronics,7,52.9,Regular,370.3
2022-08-17,7,1237,Food,5,193.98,VIP,969.9
2024-02-13,1,1132,Food,9,73.06,Regular,657.54
2021-03-28,9,1330,Books,7,186.81,Regular,1307.67
2022-03-26,18,1500,Food,2,121.48,New,242.96
2021-10-20,45,1321,Electronics,8,5.8,Regular,46.4
2021-06-30,47,1469,Books,2,65.67,Regular,131.34
2023-04-30,3,1168,Electronics,7,9.2,VIP,64.39999999999999
2020-01-17,24,1487,Electronics,5,79.39,New,396.95
2023-05-28,28,1037,Books,6,186.84,VIP,1121.04
2022-12-05,10,1067,Clothing,4,156.91,Regular,627.64
2025-11-16,9,1111,Electronics,5,125.93,Regular,629.6500000000001
2024-11-03,13,1415,Clothing,5,110.02,Regular,550.1
2022-11-26,48,1219,Electronics,7,77.65,New,543.5500000000001
2020-10-28,35,1209,Electronics,4,46.25,New,185.0
2020-06-29,23,1381,Electronics,5,17.19,VIP,85.95
2021-08-29,47,1087,Food,4,42.08,Regular,168.32
2021-11-30,17,1461,Food,4,73.55,VIP,294.2
2022-09-19,46,1303,Food,8,106.4,Regular,851.2
2023-02-13,7,1411,Electronics,5,44.86,Regular,224.3
2020-07-09,16,1179,Food,9,194.99,Regular,1754.91
2022-09-07,40,1404,Clothing,5,19.99,Regular,99.94999999999999
2025-06-29,36,1494,Clothing,8,23.48,Regular,187.84
2023-03-30,20,1013,Books,3,138.11,Regular,414.33000000000004
2020-05-07,24,1447,Clothing,7,152.24,Regular,1065.68
2025-08-27,47,1300,Food,1,194.63,VIP,194.63
2024-12-21,5,1408,Books,5,108.44,Regular,542.2
2024-10-24,45,1125,Clothing,2,37.36,VIP,74.72
2021-07-23,6,1375,Clothing,8,187.9,Regular,1503.2
2023-09-08,28,1233,Clothing,6,196.15,Regular,1176.9
2025-03-10,5,1251,Electronics,5,185.09,Regular,925.45
2021-09-17,49,1387,Food,3,174.97,Regular,524.91
2024-08-13,39,1126,Food,1,20.13,Regular,20.13
2020-06-03,38,1235,Electronics,8,171.7,Regular,1373.6
2023-11-10,2,1138,Electronics,5,190.88,Regular,954.4
2022-02-23,43,1449,Books,9,112.7,Regular,1014.3000000000001
2020-09-02,39,1049,Clothing,7,155.65,Regular,1089.55
2024-02-09,21,1380,Electronics,1,133.87,Regular,133.87
2024-09-01,40,1186,Electronics,1,61.17,Regular,61.17
2021-06-21,37,1205,Food,7,119.57,Regular,836.99
2025-03-05,18,1078,Electronics,7,178.43,Regular,1249.01
2025-01-15,48,1481,Electronics,9,101.8,Regular,916.1999999999999
2022-07-09,46,1386,Food,2,120.08,Regular,240.16
2021-06-08,12,1194,Food,7,108.64,Regular,760.48
2024-03-09,17,1103,Clothing,2,60.07,Regular,120.14
2020-02-05,37,1105,Electronics,2,130.51,Regular,261.02
2021-11-15,46,1376,Clothing,5,104.35,VIP,521.75
2020-01-20,38,1287,Electronics,9,50.35,Regular,453.15000000000003
2021-02-03,15,1324,Clothing,9,179.6,Regular,1616.3999999999999
2022-08-29,7,1482,Electronics,1,190.26,Regular,190.26
2025-03-21,14,1211,Electronics,7,15.8,Regular,110.60000000000001
2023-03-12,50,1250,Clothing,3,126.36,Regular,379.08
2023-01-20,1,1293,Books,1,85.93,Regular,85.93
2022-04-13,38,1201,Electronics,2,107.56,VIP,215.12
2024-12-28,3,1024,Clothing,6,77.9,Regular,467.40000000000003
2025-06-05,37,1461,Clothing,2,97.5,Regular,195.0
2022-05-03,44,1300,Clothing,2,68.07,Regular,136.14
2020-02-20,31,1478,Books,4,27.93,Regular,111.72
2021-07-28,43,1083,Clothing,3,63.9,Regular,191.7
2023-02-22,13,1297,Books,8,135.71,Regular,1085.68
2024-09-11,48,1458,Electronics,8,14.82,New,118.56
2021-11-12,18,1179,Books,6,79.63,New,477.78
2022-04-17,17,1298,Electronics,4,13.25,Regular,53.0
2022-12-13,17,1364,Electronics,7,74.47,VIP,521.29
2024-05-14,11,1206,Electronics,9,22.08,VIP,198.71999999999997
2020-01-05,20,1040,Electronics,2,71.23,New,142.46
2023-01-31,10,1304,Clothing,6,168.43,VIP,1010.58
2023-05-04,29,1113,Clothing,7,124.61,New,872.27
2022-02-12,48,1340,Food,1,138.05,Regular,138.05
2022-05-26,34,1004,Electronics,6,103.24,VIP,619.4399999999999
2022-09-18,17,1486,Clothing,8,184.86,New,1478.88
2020-02-16,42,1108,Clothing,7,110.53,New,773.71
2020-09-25,13,1316,Food,2,25.34,Regular,50.68
2021-01-04,44,1114,Electronics,2,186.96,Regular,373.92
2021-09-27,47,1167,Electronics,4,30.95,Regular,123.8
2023-02-03,39,1261,Clothing,5,199.84,Regular,999.2
2024-08-20,27,1106,Books,5,89.9,Regular,449.5
2024-08-09,26,1224,Food,2,19.33,Regular,38.66
2021-10-18,28,1262,Electronics,7,173.5,VIP,1214.5
2020-04-29,13,1251,Electronics,8,23.11,VIP,184.88
2022-04-10,12,1014,Electronics,2,39.01,Regular,78.02
2024-12-15,44,1198,Clothing,4,86.38,Regular,345.52
2022-12-17,28,1126,Clothing,3,136.86,Regular,410.58000000000004
2025-05-28,2,1206,Electronics,4,28.62,VIP,114.48
2023-10-01,37,1140,Clothing,5,126.41,Regular,632.05
2022-01-10,34,1062,Clothing,6,157.18,VIP,943.08
2020-04-26,23,1283,Clothing,2,29.08,Regular,58.16
2025-01-27,45,1054,Electronics,6,131.28,New,787.6800000000001
2023-02-24,29,1346,Clothing,9,191.98,New,1727.82
2025-04-15,35,1012,Clothing,8,193.64,New,1549.12
2022-10-09,11,1136,Books,1,36.52,Regular,36.52
2024-07-22,48,1330,Food,9,153.14,Regular,1378.2599999999998
2022-12-17,33,1144,Electronics,2,170.09,New,340.18
2021-09-25,11,1436,Electronics,1,178.35,VIP,178.35
2021-05-27,9,1282,Clothing,6,68.12,New,408.72
2023-01-24,14,1136,Clothing,1,57.67,Regular,57.67
2023-02-15,9,1489,Books,6,14.33,Regular,85.98
2021-07-13,39,1301,Clothing,2,82.9,Regular,165.8
2021-05-02,48,1221,Books,7,29.17,Regular,204.19
2022-06-15,3,1340,Clothing,7,158.32,New,1108.24
2023-04-27,29,1209,Books,4,32.88,Regular,131.52
2021-12-04,19,1403,Food,2,164.69,Regular,329.38
2024-01-10,36,1401,Food,7,25.98,Regular,181.86
2021-08-03,32,1359,Clothing,1,98.72,Regular,98.72
2020-06-02,7,1380,Books,2,80.0,Regular,160.0
2024-08-06,28,1449,Electronics,2,122.3,New,244.6
2022-09-23,44,1123,Books,1,106.16,Regular,106.16
2023-05-28,18,1116,Food,9,121.73,Regular,1095.57
2022-12-28,5,1157,Clothing,6,5.19,Regular,31.14
2022-10-05,23,1270,Books,3,29.86,Regular,89.58
2025-11-11,22,1017,Books,6,105.84,Regular,635.04
2024-11-08,26,1269,Food,7,49.78,New,348.46000000000004
2022-08-15,42,1349,Electronics,3,19.88,VIP,59.64
2021-03-28,12,1482,Books,4,47.45,VIP,189.8
2023-05-12,40,1219,Food,1,157.07,Regular,157.07
2021-07-04,19,1319,Food,6,110.63,Regular,663.78
2024-06-23,47,1238,Books,6,42.06,Regular,252.36
2023-08-05,1,1033,Electronics,9,8.12,New,73.08
2024-10-23,3,1285,Electronics,2,74.73,VIP,149.46
2020-12-22,27,1037,Clothing,5,74.71,Regular,373.54999999999995
2025-09-01,18,1103,Electronics,5,148.35,New,741.75
2024-11-20,50,1211,Food,7,184.29,New,1290.03
2024-11-16,30,1430,Electronics,5,77.54,Regular,387.70000000000005
2024-06-19,2,1280,Electronics,4,139.19,Regular,556.76
2022-10-12,5,1142,Clothing,2,128.81,New,257.62
2023-09-10,29,1239,Clothing,8,87.31,Regular,698.48
2021-05-30,33,1229,Electronics,5,17.85,Regular,89.25
2020-12-01,42,1133,Electronics,4,97.33,Regular,389.32
2024-11-17,20,1125,Clothing,9,74.06,Regular,666.54
2021-05-11,30,1053,Food,2,112.29,Regular,224.58
2022-06-14,42,1088,Books,3,29.45,Regular,88.35
2022-05-01,5,1098,Electronics,8,146.23,VIP,1169.84
2024-08-14,50,1370,Clothing,4,158.61,New,634.44
2025-04-15,21,1095,Electronics,9,80.75,Regular,726.75
2024-04-17,15,1414,Clothing,9,39.18,Regular,352.62
2022-08-14,20,1188,Books,9,126.6,Regular,1139.3999999999999
2024-06-24,8,1376,Clothing,1,191.38,VIP,191.38
2023-07-15,49,1256,Clothing,6,141.6,Regular,849.5999999999999
2023-12-11,31,1073,Electronics,6,29.08,Regular,174.48
2023-04-06,12,1475,Books,8,82.46,VIP,659.68
2022-12-02,21,1412,Clothing,7,183.5,Regular,1284.5
2020-10-11,30,1362,Clothing,7,128.71,New,900.97
2020-01-12,27,1282,Clothing,2,33.69,Regular,67.38
2024-06-18,44,1018,Electronics,4,146.3,New,585.2
2022-01-23,26,1164,Books,1,73.94,VIP,73.94
2025-09-13,33,1392,Electronics,7,100.46,Regular,703.2199999999999
2020-03-30,26,1146,Food,4,85.93,Regular,343.72
2022-02-14,26,1468,Clothing,9,146.51,VIP,1318.59
2024-06-13,36,1314,Electronics,6,47.49,Regular,284.94
2021-02-21,40,1253,Electronics,6,80.73,VIP,484.38
2020-04-24,1,1160,Food,9,150.19,Regular,1351.71
2021-09-08,15,1349,Clothing,8,142.43,Regular,1139.44
2022-04-05,50,1049,Electronics,6,44.34,Regular,266.04
2024-07-07,1,1176,Electronics,6,73.38,Regular,440.28
2024-02-25,11,1466,Food,6,7.8,VIP,46.8
2021-02-16,2,1327,Books,4,108.38,New,433.52
2021-12-29,1,1065,Books,5,59.78,Regular,298.9
2021-11-06,31,1476,Clothing,3,7.31,VIP,21.93
2025-03-07,44,1289,Clothing,9,87.82,VIP,790.3799999999999
2023-01-27,16,1050,Electronics,2,185.74,Regular,371.48
2024-04-20,22,1004,Electronics,7,185.06,Regular,1295.42
2022-09-04,42,1119,Books,1,77.56,Regular,77.56
2022-10-05,18,1340,Food,7,92.59,New,648.13
2025-11-13,47,1373,Food,2,52.32,VIP,104.64
2024-08-14,17,1500,Clothing,5,18.32,Regular,91.6
2020-02-06,30,1164,Books,1,140.32,Regular,140.32
2024-03-28,10,1223,Books,5,161.01,VIP,805.05
2022-05-22,35,1358,Clothing,4,176.62,VIP,706.48
2024-12-26,21,1156,Electronics,1,187.38,VIP,187.38
2023-07-20,16,1387,Clothing,1,183.61,New,183.61
2025-10-10,6,1262,Electronics,7,10.34,Regular,72.38
2021-08-18,3,1173,Books,3,195.73,Regular,587.1899999999999
2025-03-18,41,1023,Clothing,9,79.0,New,711.0
2021-12-29,43,1391,Clothing,9,177.79,New,1600.11
2023-09-27,21,1376,Clothing,9,90.95,Regular,818.5500000000001
2021-01-31,13,1061,Clothing,1,87.33,Regular,87.33
2021-11-29,18,1356,Electronics,4,7.18,Regular,28.72
2024-06-23,24,1321,Books,1,15.23,Regular,15.23
2021-01-30,27,1134,Electronics,1,135.9,Regular,135.9
2020-03-16,4,1024,Food,9,187.84,Regular,1690.56
2020-09-21,22,1293,Food,5,48.76,Regular,243.79999999999998
2024-12-24,24,1045,Electronics,1,23.31,VIP,23.31
2021-12-18,40,1179,Books,3,46.7,Regular,140.10000000000002
2022-04-30,45,1356,Clothing,7,46.4,Regular,324.8
2023-10-22,10,1472,Food,2,62.16,VIP,124.32
2020-05-23,2,1358,Food,4,23.47,VIP,93.88
2022-06-03,40,1429,Clothing,2,50.93,Regular,101.86
2021-01-30,6,1063,Electronics,9,184.65,Regular,1661.8500000000001
2024-02-01,48,1029,Food,9,178.59,Regular,1607.31
2023-03-13,18,1357,Clothing,7,66.68,VIP,466.76000000000005
2022-11-28,17,1365,Electronics,7,199.39,New,1395.73
2025-11-26,38,1096,Food,2,63.18,VIP,126.36
2022-12-01,45,1409,Food,8,145.76,VIP,1166.08
2023-04-24,23,1266,Clothing,1,130.58,Regular,130.58
2021-09-25,46,1291,Electronics,8,17.59,Regular,140.72
2023-03-02,30,1055,Clothing,5,71.75,Regular,358.75
2023-05-23,21,1153,Electronics,4,190.54,Regular,762.16
2022-01-02,10,1219,Clothing,2,14.92,Regular,29.84
2020-08-22,43,1173,Books,3,39.1,VIP,117.30000000000001
2022-01-20,13,1096,Electronics,2,194.33,VIP,388.66
2022-08-11,12,1123,Electronics,4,12.76,Regular,51.04
2024-03-22,9,1012,Food,3,92.09,Regular,276.27
2023-04-12,4,1004,Electronics,5,184.08,Regular,920.4000000000001
2024-08-03,39,1362,Electronics,7,189.02,Regular,1323.14
2023-04-06,24,1346,Food,9,195.97,Regular,1763.73
2023-11-17,34,1067,Food,5,98.86,New,494.3
2023-05-02,39,1145,Food,8,21.86,Regular,174.88
2024-03-20,41,1457,Food,2,155.68,Regular,311.36
2025-09-07,5,1477,Clothing,6,143.25,Regular,859.5
2023-12-16,15,1065,Books,8,118.02,Regular,944.16
2024-02-28,50,1082,Electronics,9,178.21,New,1603.89
2023-10-20,4,1105,Clothing,4,182.76,Regular,731.04
2025-01-30,39,1181,Clothing,4,138.23,Regular,552.92
